taxon_oid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,NCBI Taxon ID,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Habitat,Host Name,Isolation,Isolation Country,Genome Size   * assembled,Gene Count   * assembled
638276461,Virus,Finished,"Mycobacterium phages genome sequencing - Pittsburgh Bacteriophage Institute, University of Pittsburgh, USA",Mycobacterium phage Che12,University of Pittsburgh,638276461,373405,,,,,,Mycobacterium,,,52047,101
638277093,Virus,Finished,Vibriophage VP4,Vibriophage VP4,Chinese Center for Disease Control and Prevention,638277093,329886,,,,,,Vibrio,,,39503,31
2738542813,Virus,Draft,Redefining the invertebrate RNA virosphere,Hubei lepidoptera virus 5 LCM63289,"BGI Tech Solutions Co., Ltd.",2738542813,1922907,Host-associated,Arthropoda,,,,,,China,13811,5
2706796427,Virus,Draft,Gordonia phage GMA5 RefSeq Genome,Gordonia phage GMA5,La Trobe University,2706796427,1647472,Host-associated,Microbial,,Bacteria,,Gordonia,,,17562,28
638275709,Virus,Finished,"Phages of Burkholderia cepacia-TAMU, USA",Burkholderia phage Bcep1,Texas A and M University,638275709,244310,,,,,,Burkholderia cenocepacia,,,48177,71
650627037,Virus,Finished,Cyclovirus PKgoat21/PAK/2009,Cyclovirus PKgoat21/PAK/2009,"University of California, San Francisco",650627037,942033,,,,,,Capra hircus,,,1838,2
2706795724,Virus,Draft,Enterobacteria phage J8-65 RefSeq Genome,Enterobacteria phage J8-65,"University of Texas, Austin",2706795724,1536597,Host-associated,Microbial,,Bacteria,,Enterobacterales,,,40981,47
2597490029,Virus,Finished,Porcine bocavirus 3,Porcine bocavirus 3,"Department of Microbiology, The University of Hong Kong",2597490029,1084715,,,,,,Sus scrofa,,,5278,5
2597490022,Virus,Finished,Obodhiang virus,Obodhiang virus,Commonwealth Scientific and Industrial Research Organisation (CSIRO),2597490022,380160,,,,,,Mansonia uniformis (mosquito),,,14717,8
2757320940,Virus,Draft,Genome sequencing of Agave tequilana leaf virus,Agave tequilana leaf virus,National Universisty of Mexico (UNAM),2757320940,387423,Host-associated,Plants,,,,Plants,,,6958,5
2706796297,Virus,Draft,Enterobacteria phage Sf101 RefSeq Genome,Enterobacteria phage Sf101,Australian National University,2706796297,1524881,Host-associated,Microbial,,Bacteria,,Enterobacterales,,,38742,66
638277072,Virus,Finished,Uukuniemi virus,Uukuniemi virus,Ludwig Institute for Cancer Research,638277072,11591,,,,,,Gallus gallus,,,11372,4
2588253567,Virus,Finished,Mumps rubulavirus,Mumps rubulavirus,J. Craig Venter Institute (JCVI),2588253567,1979165,,,,,,Homo sapiens,,,107001,63
2700988750,Virus,Draft,Wallerfield virus,Wallerfield virus,"National Center for Biotechnology Information (NCBI), University of Texas Medical Branch",2700988750,1457165,,,,,,Culex portesi,,,9023,3
2738542490,Virus,Draft,Redefining the invertebrate RNA virosphere,Hubei mosquito virus 5 mosHB233040,"BGI Tech Solutions Co., Ltd.",2738542490,1922929,Host-associated,Arthropoda,,,,,,China,3630,1
2595698657,Virus,Finished,Weissella phage phiYS61,Weissella phage phiYS61,Norwegian University of Life Sciences,2595698657,1161906,,,,,,Weissella cibaria YS61,,,33594,48
2706795961,Virus,Draft,Gordonia phage genome sequencing - University of Pittsburgh,Gordonia phage Rosalind,University of Pittsburgh,2706795961,1838077,Host-associated,Microbial,,Bacteria,,Gordonia,,,52684,102
638276910,Virus,Finished,Sugarcane striate mosaic-associated virus,Sugarcane striate mosaic-associated virus,University of Adelaide,638276910,167927,,,,,,Saccharum hybrid,,,8146,5
2595698406,Virus,Finished,"The Cellulophaga phages: a novel, diverse, and globally ubiquitous model system - University of Arizona",Cellulophaga phage phi12:1,University of Arizona,2595698406,1327976,,,,,,Cellulophaga baltica 12,,,39148,64
2706795968,Virus,Draft,Gordonia phage genome sequencing - University of Pittsburgh,Gordonia phage Twister6,University of Pittsburgh,2706795968,1887655,Host-associated,Microbial,,Bacteria,,Gordonia,,,57804,93
638275721,Virus,Finished,Cactus virus X,Cactus virus X,National Taiwan University,638275721,112227,,,,,,Hylocereus undatus,,,6614,7
638275865,Virus,Finished,Enterobacteria phage WA13 sensu lato,Enterobacteria phage WA13 sensu lato,University of Idaho,638275865,489828,,,,,,Escherichia coli,,,6068,10
638276100,Virus,Finished,Gibbon ape leukemia virus,Gibbon ape leukemia virus,CNRS - Centre National de la Recherche Scientifique,638276100,11840,,,,,,Hylobates lar,,,8088,3
638276219,Virus,Finished,Human immunodeficiency virus 2,Human immunodeficiency virus 2,National Center for Biotechnology Information (NCBI),638276219,11709,,,,,,Homo sapiens,,,10359,9
638275639,Virus,Finished,Beet western yellows ST9 associated virus,Beet western yellows ST9 associated virus,"University of California, Davis",638275639,198589,,,,,,Beta vulgaris,,,2843,4
2595698712,Virus,Finished,Cronobacter phage ENT47670,Cronobacter phage ENT47670,Korea University,2595698712,984186,,,,,,Cronobacter sakazakii,,,47611,46
2738542623,Virus,Draft,Redefining the invertebrate RNA virosphere,Hubei macula-like virus 1 QTM27280,"BGI Tech Solutions Co., Ltd.",2738542623,1922922,Host-associated,Arthropoda,,,,,,China,5917,3
2738541849,Virus,Draft,Redefining the invertebrate RNA virosphere,Beihai weivirus-like virus 21 BHZY60786,"BGI Tech Solutions Co., Ltd.",2738541849,1922347,Host-associated,Mollusca,,,,,,China,4513,2
2716885029,Virus,Draft,Sokoluk virus RefSeq Genome,Sokoluk virus LEIV-400K,Aix-Marseille University,2716885029,64317,Host-associated,Arthropoda,,,,Mosquito,,,10242,1
2602041877,Virus,Permanent Draft,Ageratum leaf curl betasatellite,Ageratum leaf curl betasatellite,Mody Institute of Technology and Science,2602041877,1175505,,,,,,Tagetes patula,,,1335,2
2595698840,Virus,Finished,Aravan virus,Aravan virus,"Centers for Disease Control and Prevention (CDC), USA",2595698840,211977,,,,,,Myotis blythi,,,11918,5
2706796547,Virus,Draft,Iris severe mosaic virus RefSeq Genome,Iris severe mosaic virus BJ,Beijing University of Agricultrue,2706796547,32620,Host-associated,Plants,,,,Iris,,,10423,1
638276900,Virus,Finished,Subterranean clover mottle virus,Subterranean clover mottle virus,Murdoch University,638276900,12472,,,,,,Trifolium subterraneum,,,4258,4
2588253711,Virus,Permanent Draft,Aspergillus foetidus dsRNA mycovirus,Aspergillus foetidus dsRNA mycovirus,Imperial College London,2588253711,1087068,,,,,,Aspergillus foetidus IMI 41871,,,10855,4
2738542628,Virus,Draft,Redefining the invertebrate RNA virosphere,Sanxia reo-like virus 1 SXSSP2271,"BGI Tech Solutions Co., Ltd.",2738542628,1923379,Host-associated,Insecta,,,,Gerridae,,China,4705,1
2738541864,Virus,Draft,Redefining the invertebrate RNA virosphere,Xinzhou spider virus 3 XZZZ-3,"BGI Tech Solutions Co., Ltd.",2738541864,1746074,Host-associated,Arthropoda,,,,,,China,20433,1
2738541369,Virus,Draft,Redefining the invertebrate RNA virosphere,Wenling picorna-like virus 4 WLJQ100990,"BGI Tech Solutions Co., Ltd.",2738541369,1923532,Host-associated,Arthropoda,,,,,,China,8837,2
2706795277,Virus,Draft,Pseudomonas phage MP48 RefSeq Genome,Pseudomonas phage MP48,CHA University,2706795277,1391190,Host-associated,Microbial,,Bacteria,,Pseudomonas,,,36838,50
2588253675,Virus,Permanent Draft,Halorubrum phage CGphi46,Halorubrum phage CGphi46,Broad Institute,2588253675,754066,,,,,,Halorubrum sp. M4 25-10-8A,,,39784,55
2738542072,Virus,Draft,Redefining the invertebrate RNA virosphere,Beihai narna-like virus 24 BHXG26712,"BGI Tech Solutions Co., Ltd.",2738542072,1922452,Host-associated,Arthropoda,,,,Miyakea,,China,2677,2
638275517,Virus,Finished,"Complete genomes and proteomes of 27 Staphylococcus aureus bacteriophages - Targanta Therapeutics, Canada",Staphylococcus phage 37,Targanta Therapeutics Corporation,638275517,320840,,,,,,Staphylococcus aureus,,,43681,77
638276924,Virus,Permanent Draft,Sweet potato chlorotic stunt virus,Sweet potato chlorotic stunt virus,Swedish University of Agricultural Sciences,638276924,81931,,,,,,Ipomoea batatas,,,17630,11
638275558,Virus,Finished,Rhodothermus phage RM378,Rhodothermus phage RM378,,638275558,148943,,,,,,Rhodothermus marinus,'geothermal sites' in Iceland,Iceland,129908,146
638275622,Virus,Permanent Draft,Bean pod mottle virus,Bean pod mottle virus,University of Kentucky,638275622,12260,,,,,,Phaseolus vulgaris,,,9657,2
638275801,Virus,Finished,Chrysodeixis chalcites nucleopolyhedrovirus,Chrysodeixis chalcites nucleopolyhedrovirus,Wageningen University,638275801,320432,,,,,,Chrysodeixis chalcites,,,149622,151
638275608,Virus,Finished,Barley yellow dwarf virus-MAV,Barley yellow dwarf virus-MAV,Purdue University,638275608,12038,,,,,,Hordeum vulgare,,,5273,6
2706795141,Virus,Draft,Mycobacterium phage SweetiePie RefSeq Genome,Mycobacterium phage SweetiePie,University of North Texas,2706795141,1555235,Host-associated,Microbial,,Bacteria,,Mycobacterium,,,53183,95
642973563,Virus,Finished,Lettuce yellow mottle virus,Lettuce yellow mottle virus,,642973563,471285,,,,,,Lactuca sativa,,,12926,6
638276941,Virus,Finished,Thermoproteus tenax spherical virus 1,Thermoproteus tenax spherical virus 1,Yonsei University,638276941,292639,,,,,,Thermoproteus tenax,,,20933,38
2757320589,Virus,Draft,Klebsiella phage phiKpp-1 Genome sequencing,Klebsiella phage phiKpp-1,Chinese Center for Disease Control and Prevention,2757320589,1587521,,,,,,,,,40048,44
2706796213,Virus,Draft,Bacillus phage genome sequencing - Virginia Commonwealth University,Bacillus phage Nemo,Virginia Commonwealth University,2706796213,1805950,Host-associated,Microbial,,Bacteria,,Bacillus,,,162375,301
2738542960,Virus,Draft,Redefining the invertebrate RNA virosphere,Shayang Spider Virus 3 SYZZ-5,"BGI Tech Solutions Co., Ltd.",2738542960,1608070,Host-associated,Arthropoda,,,,,,China,2322,1
2706796491,Virus,Draft,Bacteriophage Rani RefSeq Genome,Bacteriophage Rani,North Carolina State University,2706796491,1589752,Host-associated,Microbial,,Bacteria,,,,,37990,61
2595698636,Virus,Finished,"Mycobacterium phages genome sequencing - Pittsburgh Bacteriophage Institute, University of Pittsburgh, USA",Mycobacterium phage Contagion,University of Pittsburgh,2595698636,1340833,,,,,,Mycobacterium smegmatis mc2 155,,,74533,142
2706795500,Virus,Draft,Listeria phage LP-083-2 RefSeq Genome,Listeria phage LP-083-2 P100,Cornell University,2706795500,1458855,Host-associated,Microbial,,Bacteria,,Listeria,,,135831,206
638275671,Virus,Finished,Bovine adeno-associated virus,Bovine adeno-associated virus,National Institute of Dental and Craniofacial Research,638275671,256548,,,,,,Bos taurus,,,4693,2
638276054,Virus,Permanent Draft,Faba bean necrotic yellows virus,Faba bean necrotic yellows virus,,638276054,59817,,,,,,Vicia faba,,,10028,10
2706795694,Virus,Draft,Chimpanzee faeces associated viral genomes,Chimpanzee faeces associated microphage 3 CPNG_29300,University of Canterbury,2706795694,1676183,Host-associated,Mammals,Fecal,Digestive system,,Pan troglodytes,,,5016,4
2716884854,Virus,Draft,BiGRAPA-SouthPacific-SingleCells,Uncultured marine virus AG-345-D19,Bigelow Laboratory Single Cell Genomics Center (SCGC),2716884854,10239,Environmental,Aquatic,Pelagic,Marine,,,,Pacific Ocean,175049,215
2738541941,Virus,Draft,Redefining the invertebrate RNA virosphere,Wenzhou levi-like virus 4 WZSLuoI85062,"BGI Tech Solutions Co., Ltd.",2738541941,1923570,Host-associated,Mollusca,,,,,,China,4001,3
2738542411,Virus,Draft,Redefining the invertebrate RNA virosphere,Hubei tombus-like virus 22 QTM26784,"BGI Tech Solutions Co., Ltd.",2738542411,1923269,Host-associated,Arthropoda,,,,,,China,4268,3
2706795644,Virus,Draft,Enterococcus phage vB_IME198 RefSeq Genome,Enterococcus phage vB_EfaS_IME198,"State Key Laboratory of Pathogen and Biosecurity, Beijing Institute of Microbiology and Epidemiology",2706795644,1747287,Host-associated,Microbial,,Bacteria,,Enterococcus,,,58000,95
2588253553,Virus,Finished,Colwellia phage 9A,Colwellia phage 9A,Broad Institute,2588253553,765765,,,,,,Colwellia psychrerythraea 34H,,,104936,149
2706795786,Virus,Draft,Streptomyces phage Lannister RefSeq Genome,Streptomyces phage Lannister,University of North Texas,2706795786,1674927,Host-associated,Microbial,,Bacteria,,Streptomyces,,,50165,73
2706796803,Virus,Draft,Mycobacterium phage MarQuardt RefSeq Genome,Mycobacterium phage MarQuardt,"Biology, Gonzaga University",2706796803,1527516,Host-associated,Microbial,,Bacteria,,Mycobacterium,,,50882,93
2706796249,Virus,Draft,Phopivirus RefSeq Genome,Phopivirus NewEngland_USA/2011,Columbia University,2706796249,1708572,Host-associated,Human,,,,Homo sapiens,,,7476,1
2706796291,Virus,Draft,Lactococcus phage WRP3 RefSeq Genome,Lactococcus phage WRP3,University College Cork,2706796291,1560313,Host-associated,Microbial,,Bacteria,,Lactococcus,,,130008,178
641509405,Virus,Finished,Acidianus viruses-Danish Archaea Centre Copenhagen,Acidianus filamentous virus 8,University of Copenhagen,641509405,346884,,,,,,Acidianus convivator,,,38179,61
648936747,Virus,Finished,Oscivirus 2,Oscivirus 2,"Department of Microbiology, The University of Hong Kong",648936747,1511780,,,,,,Copsychus saularis,,,7641,1
2595698500,Virus,Finished,Pandoravirus salinus,Pandoravirus salinus,Aix-Marseille University,2595698500,1349410,,,,,,Acanthamoeba,,,2473870,2544
638275950,Virus,Permanent Draft,Dicliptera yellow mottle virus,Dicliptera yellow mottle virus,Louisiana State University,638275950,94700,,,,,,Dicliptera vahliana Nees,,,5204,6
2588253663,Virus,Permanent Draft,Prochlorococcus phage Sequencing -  Broad Institute,Prochlorococcus phage P-SSP7,Broad Institute,2588253663,268748,Environmental,Aquatic,Pelagic,Marine,,Prochlorococcus MED4,"Sargasso Sea, North Atlantic Ocean",,45135,47
638276886,Virus,Finished,Group A Streptococcus phages with putative virulence factors - Rocky Mountain Laboratories,Streptococcus pyogenes phage 315.2,Rocky Mountain Laboratories,638276886,198539,,,,,,Streptococcus pyogenes MGAS315,,,41072,60
2706796511,Virus,Draft,Enterobacter phage E-2 RefSeq Genome,Enterobacter phage E-2,ETH Zurich,2706796511,1636313,Host-associated,Microbial,,Bacteria,,Enterobacter,,,36051,41
2706795162,Virus,Draft,Mycobacterium phage Anubis RefSeq Genome,Mycobacterium phage Anubis,Brigham Young University,2706795162,1354511,Host-associated,Microbial,,Bacteria,,Mycobacterium,,,50856,98
2738542171,Virus,Draft,Redefining the invertebrate RNA virosphere,Sanxia sobemo-like virus 5 SXSSP2561,"BGI Tech Solutions Co., Ltd.",2738542171,1923384,Host-associated,Insecta,,,,Gerridae,,China,3181,2
2706795756,Virus,Draft,Bacillus phage Eyuki RefSeq Genome,Bacillus phage Eyuki,University of Maryland,2706795756,1690431,Host-associated,Microbial,,Bacteria,,Bacillus,,,162252,300
2757320833,Virus,Draft,Genome sequencing of Escherichia phage LM33_P1,Escherichia phage LM33_P1,"Institut Pasteur, Paris, France",2757320833,1788294,Host-associated,Microbial,,Bacteria,,Escherichia coli LM33,,,38979,49
2708742316,Virus,Draft,Bhendi yellow vein mosaic alphasatellite RefSeq Genome,Bhendi yellow vein mosaic alphasatellite Madurai MKU-2,Madurai Kamaraj University,2708742316,759124,Host-associated,Plants,,,,Abelmoschus esculentus,,,1370,1
2700988909,Virus,Draft,"Mycobacterium phages genome sequencing - Pittsburgh Bacteriophage Institute, University of Pittsburgh, USA",Mycobacterium phage Kugel,"National Center for Biotechnology Information (NCBI), University of Pittsburgh",2700988909,1089128,,,,,,Mycobacterium smegmatis str. MC2 155,,,52379,95
2738542634,Virus,Draft,Redefining the invertebrate RNA virosphere,Sanxia noda-like virus 1 SXXX12565,"BGI Tech Solutions Co., Ltd.",2738542634,1923362,Host-associated,Arthropoda,,,,Atyidae,,China,2699,1
2708742372,Virus,Draft,Human smacovirus 1 RefSeq Genome,Human smacovirus 1 France/12/2008/3454,Blood Systems Research Institute (BSRI),2708742372,1595998,Host-associated,Human,,,,Homo sapiens,,,2460,2
2757320665,Virus,Draft,Genome sequencing of Flavobacterium phage,Flavobacterium phage Fpv1,University of Copenhagen,2757320665,1792274,Host-associated,Microbial,,Bacteria,,Bacteria,,,88994,80
2595698477,Virus,Finished,Streptococcus phage phiBHN167,Streptococcus phage phiBHN167,Wellcome Trust Sanger Institute,2595698477,1267169,,,,,,Streptococcus pneumoniae BHN167,,,37375,49
641201318,Virus,Finished,Sida leaf curl virus satellite DNA beta,Sida leaf curl virus satellite DNA beta,Queensland University of Technology,641201318,447601,,,,,,"Abutilon indicum, Malvaceae; weed",,,1367,1
642918908,Virus,Finished,Pseudomonas phage LMA2,Pseudomonas phage LMA2,Ku Leuven,642918908,549446,,,,,,Pseudomonas aeruginosa,,,66530,93
2700988890,Virus,Draft,Bacillus phage BPS10C,Bacillus phage BPS10C,"National Center for Biotechnology Information (NCBI), Seoul National University",2700988890,1277886,,,,,,Bacillus sp.,,,159590,271
2738541662,Virus,Draft,Redefining the invertebrate RNA virosphere,Wenzhou tombus-like virus 18 beimix29339,"BGI Tech Solutions Co., Ltd.",2738541662,1923671,Host-associated,Mollusca,,,,,,China,3883,3
2700989081,Virus,Draft,Genome sequencing of T4-like phages,Enterobacteria phage RB55,Harvard Medical School,2700989081,697289,,,,,,,,,168896,282
2706795554,Virus,Draft,Shigella phage pSs-1 RefSeq Genome,Shigella phage pSs-1,Seoul National University,2706795554,1551641,Host-associated,Microbial,,Bacteria,,Shigella,,,164999,266
2700989030,Virus,Draft,Whole Genome sequencing of Bacillus ACT Group Temperature Bacteriophages,Bacillus phage phi4I1 vB_BceS-4I1,J. Craig Venter Institute,2700989030,1643325,,,,,,,Bacilus thuringiensis 4I1,USA,41999,63
2738542948,Virus,Draft,Redefining the invertebrate RNA virosphere,Beihai picorna-like virus 35 BHZC37213,"BGI Tech Solutions Co., Ltd.",2738542948,1922578,Host-associated,Arthropoda,,,,Penaeidae,,China,8955,2
2711768807,Virus,Draft,Mycobacterium phage Swish RefSeq Genome,Mycobacterium phage Swish,University of Pittsburgh,2711768807,1458715,Host-associated,Microbial,,Bacteria,,Mycobacterium,,,68735,103
2617270972,Virus,Draft,Synechococcus phage S-CBP2,Synechococcus phage S-CBP2,Broad Institute,2617270972,756277,,,,,,Synechococcus sp. CB0208,,,92473,137
2773857810,Virus,Draft,Genome sequencing of Bat circovirus,Bat circovirus,"Academy of Military Medical Sciences (AMMS), China",2773857810,1329650,Host-associated,Unclassified,Unclassified,Unclassified,,vertebrates,,,2113,2
2588253618,Virus,Finished,Golden Gate virus,Golden Gate virus,"University of California, San Francisco",2588253618,1223562,,,,,,Boa constrictor,,,10404,4
638276826,Virus,Permanent Draft,Sonchus yellow net nucleorhabdovirus,Sonchus yellow net nucleorhabdovirus,"University of California, Berkeley",638276826,11307,,,,,,Nicotiana edwardsonii,,,13720,6
646558416,Virus,Finished,Ceratocystis polonica partitivirus,Ceratocystis polonica partitivirus,"Forestry and Agricultural Biotechnology Institute (FABI), University of Pretoria",646558416,235434,,,,,,Ceratocystis polonica,,,4567,2
638276860,Virus,Finished,Staphylococcus virus phi12,Staphylococcus virus phi12,University of Oklahoma Health Sciences Center,638276860,186152,,,,,,Staphylococcus aureus subsp. aureus NCTC 8325,,,44970,49
638275679,Virus,Finished,Enterovirus E,Enterovirus E,Queen's University,638275679,12064,,,,,,Homo sapiens,,,7414,1
2738541962,Virus,Draft,Redefining the invertebrate RNA virosphere,Hubei orthoptera virus 1 ZCM21319,"BGI Tech Solutions Co., Ltd.",2738541962,1923009,Host-associated,Arthropoda,,,,,,China,9555,2
2706795482,Virus,Draft,Circoviridae SFBeef RefSeq Genome,Circoviridae SFBeef,Blood Systems Research Institute (BSRI),2706795482,1548712,,,,,,,,,859,1
2706795524,Virus,Draft,Propionibacterium acnes bacteriophages from human skin,Propionibacterium phage PHL055N00,"University of California, Los Angeles",2706795524,1500802,Host-associated,Microbial,,Bacteria,,Propionibacterium,,,29264,45
2706795594,Virus,Draft,Arthrobacter phage BarretLemon RefSeq Genome,Arthrobacter phage BarretLemon,University of Pittsburgh,2706795594,1796994,Host-associated,Microbial,,Bacteria,,Arthrobacter,,,51290,79
642483425,Virus,Finished,Bat coronavirus 1B,Bat coronavirus 1B,"Department of Microbiology, The University of Hong Kong",642483425,393768,,,,,,Rhinolophidae,,,28476,7
2706796476,Virus,Draft,Bacillus phage Bp8p-T RefSeq Genome,Bacillus phage Bp8p-C,"Chinese Academy of Sciences, Wuhan Institute of Virology",2706796476,1445810,Host-associated,Microbial,,Bacteria,,Bacillus,,,151417,216
2706796676,Virus,Draft,Puerto Almendras virus RefSeq Genome,Puerto Almendras virus LO-39,University of Texas Medical Branch,2706796676,1479613,Host-associated,Arthropoda,,,,Mosquito,,,11876,8
2738541377,Virus,Draft,Redefining the invertebrate RNA virosphere,Beihai picorna-like virus 11 BHZY60905,"BGI Tech Solutions Co., Ltd.",2738541377,1922538,Host-associated,Mollusca,,,,,,China,9245,2
2738541643,Virus,Draft,Redefining the invertebrate RNA virosphere,Hubei tetragnatha maxillosa virus 1 arthropodmix23158,"BGI Tech Solutions Co., Ltd.",2738541643,1923243,Host-associated,Arthropoda,,,,,,China,8601,1
645044557,Virus,Finished,Human cosavirus D,Human cosavirus D,Blood Systems Research Institute (BSRI),645044557,2003650,,,,,,Homo sapiens,,,7215,1
2706795036,Virus,Draft,Rhodoferax phage P26218,Rhodoferax phage P26218,"Chunlab, Inc",2706795036,10744,Environmental,Aquatic,Lentic,Freshwater,,Rhodoferax sp. IMCC26218,Lake water,South Korea,36315,44
2706796786,Virus,Draft,Bovine nidovirus TCH5 RefSeq Genome,Bovine nidovirus TCH5,Columbia University,2706796786,1631554,Host-associated,Mammals,,,,Bos taurus,,,20261,7
2700988957,Virus,Draft,"Mycobacterium phages genome sequencing - Pittsburgh Bacteriophage Institute, University of Pittsburgh, USA",Mycobacterium phage Firecracker,"National Center for Biotechnology Information (NCBI), University of Pittsburgh",2700988957,1089135,,,,,,Mycobacterium smegmatis str. MC2 155,,,71341,128
2738541511,Virus,Draft,Redefining the invertebrate RNA virosphere,Changjiang picorna-like virus 9 CJLX26226,"BGI Tech Solutions Co., Ltd.",2738541511,1922798,Host-associated,Arthropoda,,,,Procambarus clarkia,,China,8652,2
2588253706,Virus,Permanent Draft,Arracacha virus B,Arracacha virus B,Food and Environment Research Agency,2588253706,257463,,,,,,Oxalis tuberosa,,,10739,2
2738542941,Virus,Draft,Redefining the invertebrate RNA virosphere,Beihai picorna-like virus 2 BHNXC40556,"BGI Tech Solutions Co., Ltd.",2738542941,1922562,Host-associated,Arthropoda,,,,Penaeidae,,China,9983,2
648019644,Virus,Finished,Torque teno virus 15,Torque teno virus 15,Jichi Medical University,648019644,687354,,,,,,Homo sapiens,,,3787,2
2595698984,Virus,Finished,Nilaparvata lugens honeydew virus-3,Nilaparvata lugens honeydew virus-3,National Institute of Agrobiological Sciences,2595698984,1345662,,,,,,Nilaparvata lugens,,,10600,1
2588253642,Virus,Finished,Bovine coronavirus E-AH187,Bovine coronavirus E-AH187,J. Craig Venter Institute (JCVI),2588253642,422220,,,,,,Bos taurus,,,30995,11
638275683,Virus,Permanent Draft,Bovine herpesvirus 4,Bovine herpesvirus 4,Robert Koch Institute (RKI),638275683,10385,,,,,,Bos taurus,,,108873,79
2757320817,Virus,Draft,Genome sequencing of Ailuropoda melanoleuca papillomavirus 1 gpam001,Ailuropoda melanoleuca papillomavirus 1 gpam001,Jiangsu University,2757320817,2016454,Host-associated,Unclassified,Unclassified,Unclassified,,vertebrates,,,7676,5
2706795528,Virus,Draft,Propionibacterium acnes bacteriophages from human skin,Propionibacterium phage PHL092M00,"University of California, Los Angeles",2706795528,1500813,Host-associated,Microbial,,Bacteria,,Propionibacterium,,,29261,45
641201047,Virus,Finished,Cotton leaf curl Gezira beta,Cotton leaf curl Gezira beta,,641201047,304222,,,,,,Gossypium hirsutum,,,1349,1
2757321029,Virus,Draft,Genome sequencing of Madrid virus,Madrid orthobunyavirus,Walter Reed Army Institute of Research,2757321029,348013,Host-associated,Unclassified,Unclassified,Unclassified,,,,,12604,4
2738542132,Virus,Draft,Redefining the invertebrate RNA virosphere,Beihai noda-like virus 7 BHWZXX2233,"BGI Tech Solutions Co., Ltd.",2738542132,1922489,Host-associated,Arthropoda,,,,Penaeidae,,China,2541,1
2706796431,Virus,Draft,Microviridae Fen7940_21 RefSeq Genome,Microviridae Fen7940_21,University of Rennes 1,2706796431,1655662,Host-associated,Plants,,,,Peat moss,,,4453,5
2738541974,Virus,Draft,Redefining the invertebrate RNA virosphere,Hubei partiti-like virus 8 WHCC37315,"BGI Tech Solutions Co., Ltd.",2738541974,1923071,Host-associated,Arthropoda,,,,,,China,1484,1
638276615,Virus,Finished,Pichinde virus,Pichinde virus,McMaster University,638276615,11630,,,,,,Cavia porcellus,,,10416,4
2738542894,Virus,Draft,Redefining the invertebrate RNA virosphere,Beihai uca arcuata virus 1 BFZCX5633,"BGI Tech Solutions Co., Ltd.",2738542894,1922736,Host-associated,Arthropoda,,,,Gelasimus borealis,,China,6381,1
641201378,Virus,Finished,WU Polyomavirus,WU Polyomavirus,The Genome Institute-Washington University School of Medicine,641201378,440266,,,,,,Homo sapiens,,,5229,5
2706795378,Virus,Draft,Proteus phage pPM_01 RefSeq Genome,Proteus phage pPM_01,Universiti Sains Malaysia,2706795378,1567485,Host-associated,Microbial,,Bacteria,,Proteus,,,58546,70
2738542971,Virus,Draft,Redefining the invertebrate RNA virosphere,Hubei sobemo-like virus 18 arthropodmix13949,"BGI Tech Solutions Co., Ltd.",2738542971,1923203,Host-associated,Arthropoda,,,,,,China,3226,2
2706795897,Virus,Draft,Bacillus phage Shbh1 RefSeq Genome,Bacillus phage Shbh1,University of the Western Cape,2706795897,1796992,Host-associated,Microbial,,Bacteria,,Bacillus,,,138081,177
2588253700,Virus,Permanent Draft,Blueberry shock virus,Blueberry shock virus,Canadian Food Inspection Agency,2588253700,747056,,,,,,Vaccinium,,,7989,4
2738542516,Virus,Draft,Redefining the invertebrate RNA virosphere,Wenling toti-like virus 1 WLJQ102546,"BGI Tech Solutions Co., Ltd.",2738542516,1923548,Host-associated,Arthropoda,,,,,,China,3780,2
2706795476,Virus,Draft,Leptopilina boulardi RNA virus RefSeq Genome,Leptopilina boulardi Toti-like virus NSref,University of Cambridge,2706795476,1353795,Host-associated,Arthropoda,,,,Wasp,,,8021,2
638276468,Virus,Finished,"Mycobacterium phages genome sequencing - Pittsburgh Bacteriophage Institute, University of Pittsburgh, USA",Mycobacterium phage PLot,University of Pittsburgh,638276468,373411,,,,,,Mycobacterium,,,64787,89
2738542017,Virus,Draft,Redefining the invertebrate RNA virosphere,Wenzhou picorna-like virus 24 WZSBei69493,"BGI Tech Solutions Co., Ltd.",2738542017,1923609,Host-associated,Mollusca,,,,,,China,8778,1
2706796596,Virus,Draft,Wenzhou virus RefSeq Genome,Wenzhou virus Rn-242,"National Institute for Communicable Disease Control and Prevention, China CDC",2706796596,1588685,Host-associated,Mammals,,,,,,,10483,4
2706796625,Virus,Draft,Viral genomes from feces of birds and animals in New Zealand,Bovine faeces associated circular DNA molecule 1 5_Fec60361_cow,University of Canterbury,2706796625,1843763,Host-associated,Mammals,Fecal,Digestive system,,Bos taurus,,New Zealand,1474,1
2595698890,Virus,Finished,Vibrio phage vB_VpaS_MAR10,Vibrio phage vB_VpaS_MAR10,University of Guelph,2595698890,1229755,,,,,,Vibrio cholerae,,,78751,107
2706795264,Virus,Draft,"Genome sequencing of viruses from seawater sample in Tampa Bay, Forida, USA",Circoviridae 6 LDMD-2013,University of South Florida,2706795264,1379710,Environmental,Aquatic,Oceanic,Marine,,,,USA,2711,3
